guitarist-1,432,650,6,source_frames=8|10|12|18|20|22
singer,410,650,6,source_frames=8|10|12|18|20|22
drummer,350,650,6,source_frames=8|10|12|18|20|22
guitarist-2,388,650,6,source_frames=8|10|12|18|20|22
bassist,465,650,6,source_frames=8|10|12|18|20|22
band,1920,650,6,source_frames=8|10|12|18|20|22
